"go","groesse","nA_3","nB_3","nA_4","nB_4","nA_5","nB_5","nA_11","nB_11","nA_13","nB_13","nA_14","nB_14","nA_15","nB_15","nA_17","nB_17","nA_18","nB_18","min_nA","min_nB","testbar","name"
"GO:0018105",170,61,840,64,881,5,137,65,1546,4,131,39,678,38,723,37,672,45,710,4,131,FALSE,"peptidyl-serine phosphorylation"
"GO:0018107",88,31,848,32,888,4,138,37,1555,5,132,16,687,15,727,8,677,12,715,4,132,FALSE,"peptidyl-threonine phosphorylation"
"GO:0018108",229,85,844,87,883,8,138,65,1553,5,132,55,681,73,725,49,675,54,711,5,132,FALSE,"peptidyl-tyrosine phosphorylation"
"GO:0018205",172,41,843,42,883,6,136,69,1549,5,131,40,687,35,722,47,670,43,707,5,131,FALSE,"peptidyl-lysine modification"
"GO:0018209",182,61,838,64,879,5,137,66,1541,4,131,41,676,38,723,37,671,45,708,4,131,FALSE,"peptidyl-serine modification"
"GO:0018210",98,31,846,32,886,4,138,37,1553,5,132,18,684,15,727,8,675,12,712,4,132,FALSE,"peptidyl-threonine modification"
"GO:0018212",231,86,844,88,883,8,138,65,1553,5,132,56,681,75,725,50,675,55,711,5,132,FALSE,"peptidyl-tyrosine modification"
"GO:0018958",125,41,846,42,886,8,138,36,1562,4,131,30,691,37,731,30,677,38,716,4,131,FALSE,"phenol-containing compound metabolic process"
"GO:0019058",399,128,830,128,868,13,136,101,1534,14,131,89,677,75,717,89,665,88,701,13,131,FALSE,"viral life cycle"
"GO:0019079",144,52,832,52,871,4,136,47,1538,4,132,36,680,23,718,38,668,31,703,4,132,FALSE,"viral genome replication"
"GO:0019080",131,35,833,36,873,3,138,39,1539,2,130,19,673,18,716,18,663,20,702,2,130,FALSE,"viral gene expression"
"GO:0019083",74,24,842,24,882,2,138,24,1555,2,131,13,682,10,729,12,673,11,712,2,131,FALSE,"viral transcription"
"GO:0019216",375,105,836,112,875,21,136,119,1545,11,131,92,680,103,723,105,667,104,709,11,131,FALSE,"regulation of lipid metabolic process"
"GO:0019217",111,30,845,31,885,9,137,36,1557,3,131,25,686,28,727,30,674,28,714,3,131,FALSE,"regulation of fatty acid metabolic process"
"GO:0019218",122,37,843,40,883,7,137,33,1557,3,132,24,687,28,730,28,676,29,714,3,132,FALSE,"regulation of steroid metabolic process"
"GO:0019226",82,24,849,23,889,2,138,19,1562,2,132,15,689,20,730,24,677,26,715,2,132,FALSE,"transmission of nerve impulse"
"GO:0019229",70,21,849,23,889,5,138,17,1563,5,132,19,690,22,731,19,678,20,716,5,132,FALSE,"regulation of vasoconstriction"
"GO:0019233",95,28,848,28,888,5,138,21,1564,2,132,15,690,21,732,24,678,18,717,2,132,FALSE,"sensory perception of pain"
"GO:0019318",257,77,837,80,877,22,136,102,1548,11,129,57,686,75,724,53,667,67,706,11,129,FALSE,"hexose metabolic process"
"GO:0019319",99,31,844,32,884,8,137,43,1558,5,130,20,689,32,730,21,672,25,710,5,130,FALSE,"hexose biosynthetic process"
"GO:0019320",50,14,850,14,890,2,137,19,1562,0,131,8,690,19,729,7,676,10,715,0,131,FALSE,"hexose catabolic process"
"GO:0019362",186,57,845,59,885,8,138,69,1556,8,132,48,684,58,725,49,672,54,712,8,132,FALSE,"pyridine nucleotide metabolic process"
"GO:0019364",111,39,847,39,887,6,138,41,1559,2,132,24,686,33,728,24,673,25,712,2,132,FALSE,"pyridine nucleotide catabolic process"
"GO:0019369",64,18,850,19,890,1,138,15,1564,3,132,16,691,19,731,22,678,22,717,1,132,FALSE,"arachidonate metabolic process"
"GO:0019395",113,21,846,20,886,12,136,55,1558,11,129,31,689,42,726,40,676,43,715,11,129,FALSE,"fatty acid oxidation"
"GO:0019646",108,21,851,22,891,4,138,53,1565,13,131,13,689,58,729,36,677,24,716,4,131,FALSE,"aerobic electron transport chain"
"GO:0019674",67,26,849,26,889,3,138,32,1563,3,132,17,689,15,730,17,677,21,717,3,132,FALSE,"NAD metabolic process"
"GO:0019693",419,103,843,108,882,20,138,183,1555,19,132,93,681,134,725,94,670,98,709,19,132,TRUE,"ribose phosphate metabolic process"
"GO:0019722",257,74,847,76,887,9,138,62,1558,8,132,53,686,65,728,62,674,69,714,8,132,FALSE,"calcium-mediated signaling"
"GO:0019724",247,54,845,56,884,3,137,40,1560,6,131,39,688,41,727,35,676,37,714,3,131,FALSE,"B cell mediated immunity"
"GO:0019730",239,48,850,53,890,18,138,42,1564,26,132,25,691,51,731,45,678,38,717,18,132,TRUE,"antimicrobial humoral response"
"GO:0019731",102,15,851,19,891,7,138,20,1565,10,132,9,691,22,732,20,678,18,717,7,132,FALSE,"antibacterial humoral response"
"GO:0019748",68,16,849,18,889,2,138,15,1563,0,132,18,691,21,731,21,677,26,716,0,132,FALSE,"secondary metabolic process"
"GO:0019751",110,36,845,37,884,8,138,45,1559,7,132,36,685,29,730,31,678,34,717,7,132,FALSE,"polyol metabolic process"
"GO:0019827",207,69,832,71,870,11,136,86,1532,7,131,37,678,39,719,33,670,40,701,7,131,FALSE,"stem cell population maintenance"
"GO:0019882",278,47,850,51,889,6,138,24,1560,7,132,32,691,29,732,47,677,41,716,6,132,FALSE,"antigen processing and presentation"
"GO:0019883",110,15,850,18,890,2,138,5,1564,4,132,13,691,5,732,17,678,15,717,2,132,FALSE,"antigen processing and presentation of endogenous antigen"
"GO:0019884",158,22,851,24,891,2,138,12,1565,3,132,15,691,11,732,21,678,18,717,2,132,FALSE,"antigen processing and presentation of exogenous antigen"
"GO:0019885",89,12,850,14,890,1,138,2,1564,3,132,13,691,2,732,14,678,14,717,1,132,FALSE,"antigen processing and presentation of endogenous peptide antigen via MHC class I"
"GO:0019886",112,14,851,15,891,1,138,7,1565,0,132,7,691,5,732,12,678,10,717,0,132,FALSE,"antigen processing and presentation of exogenous peptide antigen via MHC class II"
"GO:0019915",112,33,849,34,888,5,138,39,1560,3,132,37,687,24,729,35,675,32,712,3,132,FALSE,"lipid storage"
"GO:0019933",61,25,850,25,890,8,137,24,1563,2,131,14,691,15,731,13,677,21,716,2,131,FALSE,"cAMP-mediated signaling"
"GO:0021510",104,21,848,23,888,4,137,19,1558,6,131,18,688,25,728,19,677,22,714,4,131,FALSE,"spinal cord development"
"GO:0021515",53,10,850,12,890,2,138,8,1561,3,132,7,689,12,731,12,677,10,716,2,132,FALSE,"cell differentiation in spinal cord"
"GO:0021536",86,26,850,27,890,5,138,18,1563,2,132,12,691,30,731,15,678,19,716,2,132,FALSE,"diencephalon development"
"GO:0021537",314,94,839,95,876,19,138,96,1543,9,131,64,679,75,718,46,668,56,706,9,131,FALSE,"telencephalon development"
"GO:0021543",224,67,841,68,879,12,138,68,1550,7,131,49,682,54,721,34,669,44,707,7,131,FALSE,"pallium development"
"GO:0021545",65,20,849,23,889,2,138,15,1561,4,132,13,688,21,730,11,676,14,716,2,132,FALSE,"cranial nerve development"
"GO:0021549",113,22,844,25,884,2,137,33,1555,7,132,25,687,30,728,17,675,25,713,2,132,FALSE,"cerebellum development"
"GO:0021575",53,10,847,12,887,0,138,13,1561,2,132,7,690,14,731,8,676,15,715,0,132,FALSE,"hindbrain morphogenesis"
"GO:0021675",100,31,849,34,889,4,138,25,1560,4,132,20,687,32,730,22,676,24,715,4,132,FALSE,"nerve development"
"GO:0021695",56,13,849,15,889,0,137,14,1562,2,132,9,689,16,731,8,676,15,715,0,132,FALSE,"cerebellar cortex development"
"GO:0021700",378,121,836,126,874,13,137,96,1546,13,129,88,684,99,719,74,672,76,707,13,129,FALSE,"developmental maturation"
"GO:0021761",140,38,845,39,884,6,138,31,1556,3,131,23,685,39,726,21,673,27,711,3,131,FALSE,"limbic system development"
"GO:0021762",52,14,851,14,891,1,138,19,1564,0,132,6,691,17,731,8,677,10,717,0,132,FALSE,"substantia nigra development"
"GO:0021766",106,30,846,30,885,6,138,27,1557,3,131,17,685,27,726,15,673,20,712,3,131,FALSE,"hippocampus development"
"GO:0021782",158,43,842,46,882,5,137,31,1554,4,130,35,682,37,723,20,673,25,713,4,130,FALSE,"glial cell development"
"GO:0021795",62,19,849,19,889,4,138,22,1562,3,132,14,688,16,731,11,676,13,714,3,132,FALSE,"cerebral cortex cell migration"
"GO:0021872",59,22,850,22,889,0,138,7,1561,0,132,12,688,14,732,14,676,13,715,0,132,FALSE,"forebrain generation of neurons"
"GO:0021885",78,25,849,25,889,5,138,28,1562,4,132,19,688,21,731,14,676,15,714,4,132,FALSE,"forebrain cell migration"
"GO:0021915",164,42,841,45,881,3,138,53,1552,5,132,37,685,47,727,39,670,39,711,3,132,FALSE,"neural tube development"
"GO:0021953",218,64,840,67,879,12,138,55,1549,9,130,38,681,46,724,42,672,49,709,9,130,FALSE,"central nervous system neuron differentiation"
"GO:0021954",97,36,847,35,886,7,138,30,1558,3,130,21,684,23,727,18,676,22,713,3,130,FALSE,"central nervous system neuron development"
"GO:0021987",149,43,846,44,885,6,138,51,1557,5,132,38,686,38,726,22,670,31,708,5,132,FALSE,"cerebral cortex development"
"GO:0022029",75,23,849,23,889,5,138,27,1562,4,132,18,688,19,731,14,676,15,714,4,132,FALSE,"telencephalon cell migration"
"GO:0022037",124,26,843,30,883,2,137,37,1554,7,132,26,687,34,728,19,675,26,712,2,132,FALSE,"metencephalon development"
"GO:0022404",108,33,845,36,884,9,137,33,1560,1,131,22,691,28,730,16,676,21,711,1,131,FALSE,"molting cycle process"
"GO:0022405",108,33,845,36,884,9,137,33,1560,1,131,22,691,28,730,16,676,21,711,1,131,FALSE,"hair cycle process"
"GO:0022406",93,23,845,26,883,1,138,30,1556,1,130,26,687,21,725,22,672,27,703,1,130,FALSE,"membrane docking"
"GO:0022408",273,89,843,95,883,11,138,53,1554,7,132,48,682,47,726,55,671,54,709,7,132,FALSE,"negative regulation of cell-cell adhesion"
"GO:0022411",496,144,824,149,861,15,136,144,1497,14,128,107,659,110,710,91,652,115,687,14,128,FALSE,"cellular component disassembly"
"GO:0022412",468,113,827,114,865,17,135,124,1525,15,131,79,671,83,707,103,653,105,686,15,131,TRUE,"cellular process involved in reproduction in multicellular organism"
"GO:0022600",126,30,850,33,890,9,137,24,1562,3,132,27,687,32,731,30,676,34,715,3,132,FALSE,"digestive system process"
"GO:0022602",51,15,848,15,888,6,137,15,1561,4,132,13,689,12,731,14,677,12,714,4,132,FALSE,"ovulation cycle process"
"GO:0022604",271,99,843,99,882,11,137,88,1553,13,132,73,681,65,729,56,672,69,708,11,132,FALSE,"regulation of cell morphogenesis"
"GO:0022612",146,59,847,63,886,11,137,40,1560,7,132,44,687,35,728,32,674,31,714,7,132,FALSE,"gland morphogenesis"
"GO:0022617",83,25,850,25,890,4,138,20,1564,6,131,26,691,24,732,15,678,15,716,4,131,FALSE,"extracellular matrix disassembly"
"GO:0022618",256,3,801,3,840,1,129,27,1437,2,127,8,657,15,691,8,641,3,683,1,127,FALSE,"protein-RNA complex assembly"
"GO:0022898",215,63,844,66,884,17,138,54,1556,9,132,38,688,50,727,34,674,38,710,9,132,FALSE,"regulation of transmembrane transporter activity"
"GO:0022900",152,35,849,36,889,5,137,78,1561,15,130,26,687,76,727,45,675,35,713,5,130,FALSE,"electron transport chain"
"GO:0022904",142,32,849,33,889,5,137,72,1561,14,130,24,687,71,727,43,675,33,713,5,130,FALSE,"respiratory electron transport chain"
"GO:0030010",173,50,844,56,884,4,138,59,1556,3,131,50,686,41,728,36,676,44,714,3,131,FALSE,"establishment of cell polarity"
"GO:0030032",76,26,848,26,888,1,137,23,1558,0,131,22,685,21,725,15,675,16,713,0,131,FALSE,"lamellipodium assembly"
"GO:0030038",122,32,846,32,886,2,138,37,1557,7,132,28,685,34,728,33,672,39,712,2,132,FALSE,"contractile actin filament bundle assembly"
"GO:0030041",181,67,844,69,884,4,137,57,1556,7,130,45,684,45,726,45,672,54,712,4,130,FALSE,"actin filament polymerization"
"GO:0030042",59,26,850,27,890,2,138,17,1565,0,132,14,690,12,732,18,678,21,717,0,132,FALSE,"actin filament depolymerization"
"GO:0030048",145,35,849,38,889,6,138,40,1560,6,132,37,689,44,730,33,676,38,715,6,132,FALSE,"actin filament-based movement"
"GO:0030071",96,36,847,36,886,2,138,45,1556,1,132,34,685,12,730,12,674,12,712,1,132,FALSE,"regulation of mitotic metaphase/anaphase transition"
"GO:0030072",291,86,842,88,882,17,136,77,1550,9,129,61,686,76,725,53,674,56,711,9,129,FALSE,"peptide hormone secretion"
"GO:0030073",235,71,844,72,884,15,137,66,1554,8,130,49,688,65,728,44,675,44,712,8,130,FALSE,"insulin secretion"
"GO:0030098",484,170,828,178,867,22,137,149,1533,21,131,88,672,115,712,90,661,98,699,21,131,TRUE,"lymphocyte differentiation"
"GO:0030100",348,106,839,117,878,6,137,93,1548,8,132,69,678,88,722,81,670,86,707,6,132,FALSE,"regulation of endocytosis"
"GO:0030101",157,36,849,37,889,5,138,31,1564,6,132,24,691,21,732,29,678,26,716,5,132,FALSE,"natural killer cell activation"
"GO:0030111",369,124,835,124,875,22,136,134,1544,15,129,96,680,109,718,75,670,93,703,15,129,TRUE,"regulation of Wnt signaling pathway"
"GO:0030148",123,30,839,33,879,4,137,43,1555,5,129,23,678,20,720,20,667,24,706,4,129,FALSE,"sphingolipid biosynthetic process"
"GO:0030149",58,16,850,16,890,0,138,14,1562,2,132,15,688,13,729,14,677,15,716,0,132,FALSE,"sphingolipid catabolic process"
"GO:0030166",68,21,849,23,889,8,138,27,1563,6,132,15,691,14,730,12,678,21,717,6,132,FALSE,"proteoglycan biosynthetic process"
"GO:0030168",163,56,850,59,890,10,138,42,1561,6,132,44,689,36,730,43,677,34,715,6,132,FALSE,"platelet activation"
"GO:0030177",161,56,842,57,882,9,136,56,1553,5,130,42,690,45,726,37,675,44,709,5,130,FALSE,"positive regulation of Wnt signaling pathway"
"GO:0030178",190,71,848,72,888,13,138,74,1559,10,131,55,685,61,727,39,676,51,714,10,131,FALSE,"negative regulation of Wnt signaling pathway"
"GO:0030183",149,52,841,55,880,7,138,43,1550,4,132,30,683,35,722,30,671,33,710,4,132,FALSE,"B cell differentiation"
"GO:0030193",70,28,850,29,890,4,138,23,1564,2,132,24,690,23,731,21,678,16,717,2,132,FALSE,"regulation of blood coagulation"
"GO:0030195",51,19,851,20,891,3,138,17,1565,1,132,14,691,15,732,16,678,11,717,1,132,FALSE,"negative regulation of blood coagulation"
"GO:0030198",394,137,838,139,878,21,136,103,1554,22,129,109,686,106,726,107,676,107,711,21,129,TRUE,"extracellular matrix organization"
"GO:0030199",92,30,849,33,889,4,138,16,1564,5,132,24,691,16,730,27,678,22,716,4,132,FALSE,"collagen fibril organization"
"GO:0030203",114,35,845,40,886,13,137,33,1559,7,132,25,686,22,727,27,676,34,712,7,132,FALSE,"glycosaminoglycan metabolic process"
"GO:0030216",187,48,845,54,884,6,138,40,1559,6,131,37,688,53,728,30,675,38,715,6,131,FALSE,"keratinocyte differentiation"
"GO:0030217",369,130,832,135,871,16,137,116,1543,17,131,65,676,86,716,66,664,74,703,16,131,TRUE,"T cell differentiation"
"GO:0030218",168,48,839,51,879,3,137,46,1547,6,130,29,682,40,725,35,670,37,710,3,130,FALSE,"erythrocyte differentiation"
"GO:0030219",73,17,847,21,887,4,138,28,1560,5,132,10,689,12,730,8,677,15,716,4,132,FALSE,"megakaryocyte differentiation"
"GO:0030225",76,31,847,32,887,2,137,17,1558,4,130,22,687,22,728,16,674,17,713,2,130,FALSE,"macrophage differentiation"
"GO:0030239",82,28,850,30,890,2,138,20,1563,3,131,17,689,41,732,19,677,20,716,2,131,FALSE,"myofibril assembly"
"GO:0030258",219,53,842,54,882,14,136,83,1552,12,127,45,684,63,721,62,675,66,712,12,127,FALSE,"lipid modification"
"GO:0030278",139,54,848,54,888,10,138,57,1562,9,132,39,689,41,728,27,677,45,715,9,132,FALSE,"regulation of ossification"
"GO:0030282",144,56,849,55,889,10,138,52,1563,8,132,39,689,39,730,30,676,48,714,8,132,FALSE,"bone mineralization"
"GO:0030301",140,31,844,33,883,4,137,31,1556,0,131,36,684,31,726,37,674,35,713,0,131,FALSE,"cholesterol transport"
"GO:0030307",185,57,841,58,880,6,135,50,1551,7,131,39,686,36,721,28,675,33,711,6,131,FALSE,"positive regulation of cell growth"
"GO:0030308",194,66,844,64,884,11,136,66,1553,6,129,44,685,44,724,40,672,43,709,6,129,FALSE,"negative regulation of cell growth"
"GO:0030316",148,55,848,53,887,8,138,42,1561,9,132,37,687,28,729,30,677,29,714,8,132,FALSE,"osteoclast differentiation"
"GO:0030317",205,47,851,49,891,8,138,55,1564,6,132,39,690,42,730,66,675,65,713,6,132,FALSE,"flagellated sperm motility"
"GO:0030323",220,81,845,87,884,11,137,71,1553,5,131,55,683,53,725,50,671,56,712,5,131,FALSE,"respiratory tube development"
"GO:0030324",216,80,845,86,884,10,137,69,1555,5,131,53,683,53,726,49,671,55,712,5,131,FALSE,"lung development"
"GO:0030326",135,45,847,49,887,11,138,45,1560,7,132,32,688,47,731,26,676,28,714,7,132,FALSE,"embryonic limb morphogenesis"
"GO:0030330",78,22,838,22,877,3,136,22,1543,0,129,18,681,15,714,16,669,12,701,0,129,FALSE,"DNA damage response, signal transduction by p53 class mediator"
"GO:0030336",418,119,836,124,876,18,137,108,1549,18,132,89,682,95,723,83,670,91,704,18,132,TRUE,"negative regulation of cell migration"
"GO:0030490",63,0,845,0,884,1,136,5,1520,1,130,0,676,5,720,5,671,0,709,0,130,FALSE,"maturation of SSU-rRNA"
"GO:0030500",96,35,850,34,890,8,138,33,1563,6,132,23,689,25,730,16,677,32,716,6,132,FALSE,"regulation of bone mineralization"
"GO:0030501",53,17,851,18,891,3,138,19,1564,3,132,12,690,14,731,9,678,16,717,3,132,FALSE,"positive regulation of bone mineralization"
"GO:0030509",183,70,848,72,887,12,137,59,1562,7,132,42,690,41,727,32,675,44,712,7,132,FALSE,"BMP signaling pathway"
"GO:0030510",129,48,848,48,887,7,137,39,1562,4,132,25,690,25,727,19,676,24,713,4,132,FALSE,"regulation of BMP signaling pathway"
"GO:0030512",140,34,844,39,884,8,137,44,1557,5,132,28,688,30,727,28,675,31,713,5,132,FALSE,"negative regulation of transforming growth factor beta receptor signaling pathway"
"GO:0030514",77,31,849,30,888,5,137,24,1564,4,132,18,690,16,729,13,677,14,716,4,132,FALSE,"negative regulation of BMP signaling pathway"
"GO:0030516",92,33,849,32,889,4,138,27,1563,3,132,22,691,17,731,20,678,22,716,3,132,FALSE,"regulation of axon extension"
"GO:0030518",134,38,839,39,878,4,138,50,1548,4,132,30,685,24,725,23,668,30,709,4,132,FALSE,"nuclear receptor-mediated steroid hormone signaling pathway"
"GO:0030520",60,15,844,15,884,3,138,19,1555,3,132,13,688,10,728,5,672,14,713,3,132,FALSE,"estrogen receptor signaling pathway"
"GO:0030521",54,14,846,15,885,2,138,22,1558,1,132,11,689,10,730,10,673,8,713,1,132,FALSE,"androgen receptor signaling pathway"
"GO:0030522",458,150,822,158,860,11,138,166,1527,9,131,100,676,92,719,96,654,107,696,9,131,FALSE,"intracellular receptor signaling pathway"
"GO:0030534",170,53,849,51,889,2,137,36,1557,2,131,33,684,51,728,35,672,33,710,2,131,FALSE,"adult behavior"
"GO:0030574",50,20,850,20,890,6,138,13,1565,6,132,21,690,14,732,16,678,13,717,6,132,FALSE,"collagen catabolic process"
"GO:0030593",90,39,851,44,891,11,138,27,1563,16,132,32,691,29,732,31,678,19,717,11,132,FALSE,"neutrophil chemotaxis"
"GO:0030595",283,99,849,105,889,27,138,62,1561,30,132,75,690,76,730,71,676,61,715,27,132,TRUE,"leukocyte chemotaxis"
"GO:0030641",99,34,849,34,889,3,138,23,1562,2,132,28,688,16,730,27,676,32,715,2,132,FALSE,"regulation of cellular pH"
"GO:0030705",225,53,844,52,883,8,137,76,1551,3,132,52,686,64,727,68,672,81,708,3,132,FALSE,"cytoskeleton-dependent intracellular transport"
"GO:0030811",63,19,847,19,887,2,138,19,1559,2,132,16,687,22,728,16,674,15,713,2,132,FALSE,"regulation of nucleotide catabolic process"
"GO:0030832",163,64,847,63,887,5,137,51,1559,6,130,38,685,43,728,45,675,53,714,5,130,FALSE,"regulation of actin filament length"
"GO:0030833",142,53,847,52,887,3,137,45,1559,6,130,35,685,40,728,38,675,46,714,3,130,FALSE,"regulation of actin filament polymerization"
"GO:0030834",54,24,850,24,890,2,138,16,1565,0,132,14,690,12,732,18,678,21,717,0,132,FALSE,"regulation of actin filament depolymerization"
"GO:0030837",66,25,849,26,889,1,138,20,1564,2,131,20,689,17,732,19,678,22,716,1,131,FALSE,"negative regulation of actin filament polymerization"
"GO:0030838",56,21,849,19,889,2,137,15,1560,4,131,10,686,18,728,13,675,17,715,2,131,FALSE,"positive regulation of actin filament polymerization"
"GO:0030850",50,28,849,28,889,11,138,18,1564,6,132,17,691,15,731,13,677,13,717,6,132,FALSE,"prostate gland development"
"GO:0030856",190,68,845,69,885,13,138,57,1561,7,131,45,687,48,729,36,674,40,716,7,131,FALSE,"regulation of epithelial cell differentiation"
"GO:0030857",64,19,848,21,888,5,138,22,1564,3,132,13,690,10,732,9,677,9,716,3,132,FALSE,"negative regulation of epithelial cell differentiation"
"GO:0030858",75,31,850,30,890,6,138,24,1563,2,132,18,690,25,732,17,678,18,717,2,132,FALSE,"positive regulation of epithelial cell differentiation"
"GO:0030865",65,28,848,27,888,1,137,23,1563,1,132,27,690,11,730,14,676,18,715,1,132,FALSE,"cortical cytoskeleton organization"
"GO:0030866",51,22,849,21,889,0,137,17,1564,0,132,20,691,9,731,11,677,15,716,0,132,FALSE,"cortical actin cytoskeleton organization"
"GO:0030879",157,59,845,62,885,8,138,54,1558,6,132,44,688,40,727,29,675,28,713,6,132,FALSE,"mammary gland development"
"GO:0030888",71,25,850,24,890,6,138,17,1562,3,132,10,689,20,730,14,675,18,714,3,132,FALSE,"regulation of B cell proliferation"
