"set","ensembl","quelle"
"S_FRACHT0","ENSG00000106028","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000262771","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000180879","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000157005","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000100380","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000149418","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000124214","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000159167","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000155304","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000072786","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000118046","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000166900","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000103496","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000136854","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000076944","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000116266","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000088002","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000143185","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000008282","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000006128","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000166863","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000177156","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000123561","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000011007","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000134827","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000185339","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000120438","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000119913","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000241186","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000167815","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000109927","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000091513","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000160182","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000160181","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000160180","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000003436","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000072274","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000042832","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000163235","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000092969","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000119699","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000143768","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000120708","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000163810","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000281886","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000163513","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000069702","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000092295","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000285348","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000198959","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000125780","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000178726","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000113296","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000090534","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000154096","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000102265","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000035862","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000100234","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000157150","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000163931","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000065717","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000038295","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000095587","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000137076","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000164342","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000127324","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000000003","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000184012","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000185215","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000118503","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000123610","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000067182","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000116147","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000168477","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000229341","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000236221","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000233323","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000231608","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000229353","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000236236","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000206258","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000111669","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000143549","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000167460","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000115705","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000172236","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000133112","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000124490","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000166598","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000163468","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000134200","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000128311","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000104522","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000278243","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000168259","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000155657","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000118271","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000127824","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000137267","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000100084","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000117586","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000136810","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000105397","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000170315","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000150991","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000130985","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000131508","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000109332","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000132388","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000177889","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000244687","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000169139","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000114638","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000149021","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000109814","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000169764","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000187955","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000110375","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000100373","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000152818","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000125753","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000162692","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000035403","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000213585","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000078668","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000112715","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000150630","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000128564","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000127831","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000026025","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000147852","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000109072","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000110799","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000015285","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000146839","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000086730","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000125084","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000105989","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000108379","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000277641","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000277626","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000114251","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000115596","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000154764","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000188064","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000061492","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000075290","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000169884","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000085741","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000134245","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000143816","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000158955","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000276799","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000158125","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000108039","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000122121","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000176105","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000166913","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000108953","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000274474","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000170027","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000128245","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000164924","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000188629","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000188372","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000169641","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000157193","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000116218","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000130508","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000167552","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000121966","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000171951","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000145050","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000075785","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000204469","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000226618","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000231825","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000225164","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000231370","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000225748","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000206427","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000204463","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000228760","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000229524","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000233348","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000096155","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000234651","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000227761","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000146070","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000105825","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000167653","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000107611","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000118972","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000103257","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000261857","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000125965","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000124151","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000070371","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000121053","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000168148","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000285435","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000135636","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000206561","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000276180","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000196747","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000275221","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000276903","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000180573","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000278463","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000278677","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000288825","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000184260","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000273802","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000185130","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000233822","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000273703","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000277224","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000274290","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000275713","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000278588","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000180596","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000184678","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000275714","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000197409","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000287080","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000274750","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000275379","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000273983","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000197153","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000278828","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000286522","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000278637","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000277157","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000274618","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000273542","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000197238","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000197061","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000158406","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000278705","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000276966","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000275126","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000270882","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000184381","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000069764","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000276870","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000152583","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000158710","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000102189","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000079950","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000129151","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000090006","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000088812","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000143776","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000138615","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000166387","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000139220","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000189409","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000077984","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000109625","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000064787","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000100342","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000142748","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000117009","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000160209","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000053371","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000120659","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000175792","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
"S_FRACHT0","ENSG00000067113","GO via org.Hs.eg.db 3.20.0, Abruf 2026-08-18"
