"symbol","MSC_8A","CHON_8A","MSC_2454e","CHON_2454e"
"PGD",0.0579591174678083,0.0508636599912623,0.057423516391841,0.0544817468175639
"CENPS-CORT",0.0565219757322241,0.0480640201812564,0.0587510094192967,0.053714082159902
"CENPS",0.0564982700948043,0.0480065909443965,0.0586661919032943,0.0536106546841557
"CORT",0.0549301918254298,0.0446428705006802,0.0533675798978443,0.0474262582017593
"DFFA",0.0552111906586149,0.0413747055522081,0.0502683005810438,0.0413331426079553
"PEX14",0.0552292486868751,0.0413558881489637,0.0503023350075987,0.0413522941576485
"CASZ1",0.038073100524485,0.0344280021271652,0.0328189789134839,0.0316705553391722
"C1orf127",0.0447191778308517,0.0377813707025456,0.0443497451791859,0.0433971375827395
"TARDBP",0.0465211177436855,0.0402656559333934,0.0465773275130248,0.0450980622231608
"MASP2",0.0473468546618234,0.0458852774942923,0.0481718337250346,0.0467797251365537
"SRM",0.0475980831194602,0.050139050249606,0.0467094674940697,0.0508402680911601
"EXOSC10",0.0477205537032577,0.0558538493897694,0.0448631195632443,0.0615495370906869
"MTOR",0.0459991761065174,0.0475100686419871,0.0427759805398466,0.0438194507585106
"ANGPTL7",0.047637558863493,0.0588030671857908,0.0392039118227288,0.0664659645107782
"UBIAD1",0.0453690651978682,0.0455612901807327,0.0426154489208416,0.042584447144883
"DISP3",0.0390207153278742,0.0359036186179586,0.0290537881624656,0.0296059023302111
"FBXO2",0.0394158308538141,0.036022940222127,0.0387683053562506,0.0372393621089262
"FBXO44",0.0394116715960209,0.035999666585432,0.0387704980395535,0.0372157458419108
"MAD2L2",0.0419285384927549,0.0399983812040483,0.0463877961090237,0.0467477063139116
"FBXO6",0.0394681485202809,0.0361596302135214,0.0387553951817656,0.0374458086598055
"DRAXIN",0.0419173881344453,0.0399838839880627,0.0463521391277375,0.0466787567187419
"AGTRAP",0.0440426671625343,0.0442596508244169,0.0471881613606559,0.0697344414121138
"C1orf167",0.0534032714327188,0.0538141536608752,0.053646696031944,0.0907802121363973
"MTHFR",0.052645372193162,0.0529438391426982,0.0490617650793559,0.0845986921498339
"CLCN6",0.052655017020767,0.052939480753195,0.0490596635390222,0.084569623903589
"NPPA",0.047340769448712,0.0478247339390976,0.0451196192380576,0.0534116397534962
"NPPB",0.0412769636353946,0.0402773145843031,0.0427137180903011,0.0433938051636498
"KIAA2013",0.0451038043550559,0.0403817718816164,0.0550652485537691,0.0575254748160499
"PLOD1",0.0462375722345479,0.0408884116251433,0.0575781093126472,0.0587335586420309
